sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
AW110A	NODE_10360_length_5136_cov_77.4	0.632	0.005	0.001	0.228	0.107	0.003	0.001	0.014	0.002	0.000	0.000	0.003	4189	67.344	5136	0.012	0.015	0.010	0.006	0.005	0.005	0.000	0.011	0.008	0.003	0.003	0.007	0.003	0.000	0.002	0.003	0.005	0.000	0.005	0.003
AW110A	NODE_1442_length_15777_cov_62.7	0.640	0.004	0.001	0.428	0.110	0.003	0.000	0.012	0.001	0.000	0.000	0.001	8199	53.713	15777	0.011	0.011	0.005	0.006	0.003	0.003	0.003	0.003	0.002	0.003	0.004	0.004	0.007	0.004	0.002	0.003	0.004	0.002	0.004	0.004
AW110A	NODE_6620_length_6894_cov_77.7	0.649	0.006	0.001	0.161	0.080	0.003	0.002	0.013	0.002	0.000	0.000	0.002	5275	68.087	6894	0.015	0.010	0.009	0.011	0.007	0.006	0.011	0.001	0.005	0.003	0.005	0.010	0.001	0.002	0.005	0.004	0.004	0.004	0.001	0.002
AW110A	NODE_273_length_30707_cov_127.7	0.938	0.003	0.000	0.336	0.116	0.003	0.000	0.007	0.001	0.000	0.000	0.001	37915	113.193	30707	0.006	0.007	0.004	0.003	0.002	0.003	0.002	0.004	0.003	0.003	0.003	0.005	0.003	0.002	0.004	0.002	0.001	0.002	0.002	0.002
AW110A	NODE_4330_length_8933_cov_89.8	0.728	0.003	0.001	0.182	0.050	0.001	0.001	0.009	0.001	0.000	0.000	0.001	9636	81.571	8933	0.008	0.009	0.006	0.007	0.003	0.005	0.002	0.002	0.002	0.005	0.001	0.001	0.001	0.000	0.002	0.001	0.001	0.001	0.002	0.001
AW110A	NODE_12463_length_4545_cov_20.7	0.384	0.004	0.002	0.438	0.080	0.001	0.001	0.031	0.004	0.000	0.000	0.003	961	18.064	4545	0.029	0.023	0.014	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.007	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000
AW110A	NODE_2978_length_11000_cov_32.1	0.414	0.002	0.001	0.294	0.147	0.000	0.001	0.010	0.003	0.000	0.000	0.003	3718	28.621	11000	0.006	0.016	0.002	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW110A	NODE_288_length_30107_cov_44.9	0.674	0.003	0.001	0.377	0.101	0.002	0.000	0.009	0.001	0.000	0.000	0.001	13500	39.288	30107	0.008	0.009	0.002	0.005	0.002	0.002	0.003	0.003	0.001	0.000	0.002	0.004	0.002	0.001	0.002	0.002	0.002	0.002	0.003	0.002
AW110A	NODE_329_length_28883_cov_116.4	0.924	0.007	0.001	0.340	0.100	0.006	0.000	0.013	0.001	0.000	0.000	0.001	32873	103.368	28883	0.013	0.013	0.008	0.006	0.009	0.007	0.006	0.008	0.008	0.005	0.005	0.008	0.005	0.009	0.007	0.004	0.005	0.006	0.006	0.006
AW110A	NODE_965_length_18892_cov_78.9	0.754	0.005	0.000	0.362	0.129	0.004	0.000	0.010	0.001	0.000	0.000	0.001	15677	70.451	18892	0.009	0.010	0.006	0.004	0.006	0.005	0.004	0.002	0.005	0.002	0.004	0.006	0.002	0.003	0.003	0.004	0.006	0.003	0.006	0.004
AW110A	NODE_10752_length_5017_cov_22.6	0.261	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1169	19.834	5017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW110A	NODE_12391_length_4565_cov_67.7	0.563	0.005	0.001	0.511	0.287	0.004	0.001	0.014	0.004	0.023	0.034	0.004	2536	57.584	4565	0.012	0.015	0.003	0.003	0.000	0.005	0.005	0.005	0.000	0.009	0.000	0.000	0.002	0.003	0.013	0.005	0.003	0.005	0.005	0.000
AW110A	NODE_19429_length_3283_cov_30.1	0.285	0.001	0.001	0.776	2.915	0.001	0.001	0.001	0.004	1.000	1.000	0.003	972	26.139	3283	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000
AW110A	NODE_5182_length_8021_cov_27.7	0.370	0.009	0.001	0.483	1.582	0.009	0.002	0.012	0.006	0.938	1.000	0.006	2090	24.914	8021	0.009	0.019	0.011	0.006	0.005	0.006	0.000	0.015	0.000	0.010	0.005	0.011	0.023	0.011	0.016	0.006	0.005	0.016	0.005	0.011
AW110A	NODE_19763_length_3242_cov_11.1	0.205	0.001	0.001	0.510	3.022	0.001	0.001	0.001	0.004	0.995	1.000	0.004	388	10.155	3242	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW110A	NODE_8538_length_5853_cov_31.7	0.395	0.003	0.001	0.990	0.254	0.002	0.001	0.017	0.004	0.020	0.030	0.003	1921	28.310	5853	0.017	0.000	0.000	0.000	0.000	0.004	0.000	0.009	0.005	0.009	0.000	0.005	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.000
AW110A	NODE_15969_length_3802_cov_29.7	0.289	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1114	26.886	3802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_71286_length_3707_cov_7.9	0.221	0.010	0.004	0.689	1.576	0.011	0.005	0.011	0.018	1.000	1.000	0.017	176	5.510	3707	0.000	0.000	0.000	0.043	0.048	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.031
UT30	NODE_74739_length_3548_cov_10.1	0.191	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	219	7.221	3548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_69140_length_3817_cov_11.9	0.525	0.019	0.010	0.000	0.000	0.073	0.042	0.073	0.018	1.000	1.000	0.069	267	8.767	3817	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.154
UT30	NODE_74719_length_3549_cov_13.2	0.205	0.002	0.002	0.606	3.545	0.002	0.002	0.002	0.009	1.000	1.000	0.009	246	8.852	3549	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_78496_length_3390_cov_18.7	0.279	0.012	0.004	0.990	2.793	0.012	0.004	0.018	0.017	0.929	1.000	0.015	336	12.155	3390	0.018	0.000	0.025	0.019	0.022	0.056	0.025	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.033	0.000	0.000	0.000	0.000
UT30	NODE_69887_length_3780_cov_10.4	0.265	0.015	0.007	0.000	2.345	0.020	0.145	0.020	0.020	1.000	1.000	0.031	229	7.469	3780	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.062	0.000	0.000
UT30	NODE_72664_length_3642_cov_33.3	0.275	0.001	0.001	0.036	0.651	0.004	0.016	0.004	0.004	1.000	1.000	0.006	628	21.611	3642	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000
UT30	NODE_75448_length_3516_cov_18.6	0.307	0.006	0.003	0.990	0.861	0.005	0.003	0.022	0.014	0.550	0.911	0.013	406	13.872	3516	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.049	0.000	0.027	0.000	0.000	0.000
UT30	NODE_72126_length_3667_cov_14.9	0.273	0.004	0.002	0.990	0.624	0.003	0.002	0.017	0.008	0.483	0.823	0.008	341	11.333	3667	0.017	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.018
UT30	NODE_69330_length_3807_cov_37.5	0.395	0.004	0.003	0.990	0.488	0.003	0.003	0.026	0.011	0.396	0.693	0.010	793	24.757	3807	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.043	0.000
UT30	NODE_76708_length_3463_cov_48.4	0.419	0.011	0.001	0.346	0.293	0.009	0.002	0.019	0.005	0.382	0.687	0.005	960	34.173	3463	0.018	0.022	0.007	0.006	0.018	0.006	0.019	0.013	0.006	0.013	0.006	0.007	0.007	0.017	0.006	0.012	0.006	0.012	0.000	0.014
UT30	NODE_73470_length_3607_cov_12.6	0.447	0.009	0.005	0.990	0.410	0.007	0.005	0.059	0.021	0.327	0.606	0.019	232	8.061	3607	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.048	0.000	0.000	0.000	0.000
UT30	NODE_75037_length_3535_cov_39.7	0.320	0.003	0.001	0.990	1.736	0.003	0.002	0.007	0.006	0.778	1.000	0.006	771	27.351	3535	0.007	0.000	0.000	0.000	0.025	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.009	0.000	0.008	0.000
UT30	NODE_74626_length_3553_cov_10.5	0.259	0.004	0.003	0.000	0.297	0.019	0.049	0.019	0.007	1.000	1.000	0.019	219	7.449	3553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.034
UT30	NODE_76487_length_3472_cov_24.8	0.314	0.017	0.004	0.258	1.623	0.016	0.007	0.021	0.015	0.700	1.000	0.016	485	15.925	3472	0.018	0.024	0.000	0.031	0.040	0.019	0.022	0.020	0.000	0.000	0.018	0.000	0.000	0.017	0.000	0.019	0.000	0.037	0.020	0.060
UT30	NODE_73460_length_3607_cov_10.9	0.192	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	236	7.414	3607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_72960_length_3630_cov_17.8	0.305	0.006	0.003	0.000	0.258	0.023	0.051	0.023	0.007	1.000	1.000	0.021	387	12.623	3630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.024	0.000	0.033	0.034	0.000	0.000
UT30	NODE_76485_length_3472_cov_19.2	0.238	0.002	0.002	0.000	0.537	0.007	0.032	0.007	0.004	1.000	1.000	0.009	359	12.463	3472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000
UT30	NODE_88200_length_3040_cov_11.2	0.190	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	186	7.743	3040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_69320_length_3808_cov_40.2	0.371	0.016	0.002	0.990	0.698	0.016	0.003	0.016	0.011	1.000	1.000	0.011	847	28.440	3808	0.000	0.027	0.021	0.000	0.019	0.010	0.011	0.022	0.035	0.028	0.011	0.029	0.020	0.009	0.021	0.000	0.000	0.030	0.010	0.011
UT30	NODE_75736_length_3503_cov_9.5	0.244	0.008	0.004	0.066	0.383	0.017	0.032	0.017	0.013	1.000	1.000	0.020	163	6.016	3503	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.048	0.053	0.000	0.000	0.000	0.000
UT30	NODE_83266_length_3209_cov_26.6	0.245	0.001	0.001	0.853	4.442	0.002	0.002	0.002	0.007	1.000	1.000	0.006	538	18.009	3209	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_68951_length_3826_cov_9.5	0.218	0.007	0.007	0.721	4.052	0.008	0.008	0.008	0.034	1.000	1.000	0.031	219	6.853	3826	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_76805_length_3460_cov_11.7	0.192	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	212	7.496	3460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_73445_length_3608_cov_23.9	0.257	0.006	0.002	0.827	1.543	0.006	0.002	0.006	0.009	1.000	1.000	0.009	548	16.766	3608	0.000	0.000	0.018	0.017	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.015	0.018	0.000	0.000	0.000	0.000	0.000	0.023	0.000
UT30	NODE_70366_length_3756_cov_14.1	0.278	0.007	0.003	0.030	0.280	0.020	0.039	0.020	0.009	1.000	1.000	0.019	313	9.899	3756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.020	0.000	0.053	0.000	0.022	0.024	0.000	0.000
UT30	NODE_84888_length_3151_cov_12.2	0.376	0.016	0.006	0.990	0.984	0.014	0.007	0.045	0.030	0.691	1.000	0.027	235	8.429	3151	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.077	0.000	0.000	0.071	0.000	0.062	0.000	0.000	0.000
UT30	NODE_75685_length_3506_cov_10.8	0.193	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	223	7.680	3506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_85011_length_3147_cov_14.3	0.270	0.019	0.006	0.747	1.362	0.020	0.007	0.020	0.029	1.000	1.000	0.027	239	9.352	3147	0.000	0.000	0.056	0.000	0.036	0.000	0.000	0.045	0.000	0.071	0.000	0.080	0.050	0.038	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_84615_length_3161_cov_15.0	0.335	0.005	0.003	0.990	0.359	0.003	0.003	0.034	0.011	0.274	0.522	0.010	264	10.197	3161	0.034	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_86841_length_3084_cov_127.4	0.754	0.008	0.002	0.990	0.611	0.007	0.002	0.023	0.010	0.228	0.463	0.009	2072	85.092	3084	0.023	0.000	0.022	0.021	0.019	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.018	0.019	0.000	0.000
UT30	NODE_69201_length_3814_cov_19.2	0.315	0.003	0.002	0.990	0.334	0.002	0.002	0.024	0.007	0.214	0.449	0.007	440	13.337	3814	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000
UT30	NODE_70360_length_3756_cov_266.3	0.981	0.004	0.002	0.842	0.058	0.001	0.001	0.038	0.002	0.000	0.000	0.002	5314	177.297	3756	0.038	0.008	0.000	0.004	0.000	0.000	0.003	0.000	0.003	0.000	0.003	0.000	0.007	0.000	0.004	0.000	0.000	0.003	0.000	0.000
UT30	NODE_76918_length_3455_cov_349.5	0.994	0.004	0.001	0.297	0.082	0.002	0.001	0.015	0.002	0.000	0.000	0.002	7419	240.015	3455	0.016	0.006	0.013	0.007	0.005	0.006	0.002	0.005	0.001	0.002	0.000	0.003	0.001	0.001	0.002	0.004	0.005	0.004	0.001	0.001
UT30	NODE_88528_length_3030_cov_1000.2	1.000	0.012	0.001	0.589	0.171	0.010	0.001	0.027	0.004	0.000	0.000	0.003	17222	667.368	3030	0.026	0.022	0.008	0.012	0.010	0.008	0.012	0.017	0.012	0.016	0.009	0.008	0.008	0.010	0.007	0.009	0.008	0.016	0.006	0.012
UT30	NODE_69746_length_3786_cov_115.7	0.781	0.012	0.002	0.335	0.105	0.008	0.002	0.035	0.005	0.000	0.000	0.005	2553	80.551	3786	0.034	0.029	0.021	0.014	0.010	0.006	0.019	0.006	0.019	0.000	0.006	0.007	0.015	0.003	0.013	0.006	0.003	0.010	0.013	0.000
UT30	NODE_80822_length_3298_cov_39.7	0.507	0.011	0.003	0.268	0.075	0.004	0.003	0.045	0.006	0.000	0.000	0.007	746	27.952	3298	0.043	0.035	0.025	0.029	0.010	0.018	0.011	0.000	0.000	0.000	0.020	0.000	0.000	0.010	0.000	0.000	0.009	0.019	0.000	0.000
UT30	NODE_84138_length_3178_cov_95.6	0.705	0.011	0.002	0.386	0.169	0.008	0.002	0.031	0.006	0.001	0.010	0.006	1945	69.730	3178	0.027	0.034	0.015	0.004	0.008	0.011	0.015	0.000	0.012	0.012	0.016	0.016	0.004	0.004	0.000	0.016	0.004	0.015	0.000	0.004
UT30	NODE_74215_length_3571_cov_16.4	0.451	0.008	0.003	0.578	0.137	0.003	0.002	0.055	0.009	0.002	0.016	0.008	377	11.719	3571	0.055	0.023	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000
UT30	NODE_77382_length_3436_cov_21.4	0.311	0.005	0.004	0.322	0.389	0.002	0.005	0.023	0.015	0.004	0.033	0.015	408	14.046	3436	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000
UT30	NODE_87798_length_3052_cov_33.3	0.346	0.008	0.003	0.104	0.208	0.000	0.013	0.019	0.009	0.007	0.048	0.011	588	23.468	3052	0.013	0.019	0.000	0.048	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.016	0.019	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_87105_length_3075_cov_22.5	0.331	0.009	0.004	0.274	0.394	0.005	0.007	0.025	0.016	0.015	0.096	0.017	432	16.446	3075	0.000	0.074	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.031	0.023	0.000	0.000	0.000
UT30	NODE_82297_length_3246_cov_16.6	0.337	0.009	0.004	0.218	0.212	0.002	0.008	0.033	0.014	0.026	0.150	0.016	310	11.149	3246	0.029	0.000	0.059	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000
UT30	NODE_79248_length_3359_cov_115.5	0.733	0.012	0.002	0.225	0.177	0.009	0.003	0.023	0.005	0.039	0.179	0.006	2239	80.621	3359	0.016	0.034	0.015	0.006	0.018	0.010	0.019	0.009	0.011	0.006	0.012	0.009	0.009	0.012	0.006	0.007	0.012	0.006	0.022	0.003
UT30	NODE_69004_length_3823_cov_15.1	0.478	0.027	0.006	0.218	0.188	0.017	0.010	0.062	0.018	0.038	0.179	0.021	313	10.122	3823	0.050	0.057	0.045	0.081	0.028	0.000	0.029	0.026	0.000	0.026	0.048	0.000	0.026	0.000	0.000	0.027	0.051	0.000	0.054	0.000
UT30	NODE_83369_length_3206_cov_379.0	0.998	0.025	0.001	0.000	0.139	0.012	0.022	0.030	0.003	0.040	0.179	0.005	7075	266.960	3206	0.028	0.027	0.030	0.033	0.018	0.029	0.021	0.026	0.034	0.023	0.031	0.025	0.026	0.027	0.019	0.022	0.021	0.019	0.025	0.011
UT30	NODE_72691_length_3641_cov_61.5	0.432	0.006	0.001	0.024	0.173	0.000	0.013	0.010	0.003	0.048	0.179	0.004	1286	42.642	3641	0.010	0.007	0.006	0.012	0.012	0.000	0.012	0.010	0.011	0.005	0.010	0.000	0.010	0.000	0.005	0.006	0.006	0.005	0.000	0.000
UT30	NODE_69751_length_3786_cov_15.2	0.309	0.001	0.001	0.990	0.003	0.000	0.000	0.026	0.000	0.045	0.179	0.000	362	10.796	3786	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_88754_length_3024_cov_12.9	0.270	0.005	0.003	0.159	0.197	0.000	0.008	0.020	0.009	0.048	0.179	0.011	237	9.546	3024	0.000	0.034	0.000	0.042	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_87123_length_3074_cov_13.2	0.306	0.002	0.002	0.990	0.003	0.000	0.000	0.030	0.000	0.066	0.230	0.000	214	8.397	3074	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_72339_length_3658_cov_11.7	0.305	0.009	0.005	0.126	0.244	0.000	0.019	0.029	0.016	0.077	0.230	0.020	256	8.149	3658	0.000	0.000	0.053	0.056	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_70020_length_3773_cov_29.6	0.323	0.003	0.002	0.213	0.211	0.000	0.004	0.016	0.007	0.076	0.230	0.008	614	20.672	3773	0.000	0.036	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_80350_length_3317_cov_116.5	0.749	0.013	0.002	0.141	0.189	0.008	0.006	0.023	0.006	0.076	0.230	0.008	2341	83.716	3317	0.012	0.029	0.013	0.038	0.018	0.013	0.013	0.004	0.007	0.008	0.012	0.009	0.004	0.017	0.017	0.005	0.013	0.004	0.022	0.004
UT30	NODE_74830_length_3544_cov_10.6	0.551	0.014	0.007	0.990	0.386	0.010	0.006	0.080	0.026	0.086	0.245	0.024	248	7.802	3544	0.080	0.000	0.000	0.056	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000
UT30	NODE_72941_length_3630_cov_22.9	0.388	0.006	0.003	0.990	0.298	0.005	0.002	0.037	0.009	0.093	0.254	0.009	464	15.669	3630	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.024	0.025	0.000	0.000	0.000	0.018	0.000	0.000
UT30	NODE_75838_length_3499_cov_63.5	0.491	0.004	0.002	0.990	0.384	0.003	0.002	0.021	0.007	0.135	0.341	0.006	1205	43.422	3499	0.021	0.000	0.000	0.024	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.010	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_80317_length_3319_cov_11.2	0.269	0.014	0.004	0.005	0.477	0.000	0.081	0.021	0.012	0.133	0.341	0.018	224	8.205	3319	0.000	0.030	0.000	0.028	0.062	0.000	0.037	0.000	0.000	0.029	0.027	0.000	0.000	0.000	0.000	0.038	0.034	0.000	0.000	0.000
UT30	NODE_75778_length_3502_cov_220.3	0.939	0.009	0.001	0.772	0.334	0.009	0.001	0.022	0.005	0.148	0.351	0.004	4056	144.658	3502	0.022	0.012	0.009	0.009	0.011	0.005	0.013	0.010	0.014	0.014	0.005	0.010	0.009	0.000	0.000	0.017	0.004	0.008	0.013	0.005
UT30	NODE_78706_length_3381_cov_11.0	0.454	0.024	0.008	0.456	0.603	0.019	0.011	0.061	0.037	0.150	0.351	0.035	228	7.970	3381	0.043	0.083	0.040	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.087	0.000	0.000	0.048	0.000	0.000	0.125	0.000	0.000
UT30	NODE_78068_length_3407_cov_11.2	0.226	0.003	0.002	0.126	0.320	0.000	0.008	0.009	0.007	0.157	0.354	0.008	244	8.407	3407	0.000	0.000	0.024	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_78357_length_3395_cov_26.3	0.418	0.013	0.003	0.927	0.539	0.011	0.004	0.040	0.015	0.206	0.448	0.014	523	18.305	3395	0.040	0.015	0.000	0.000	0.025	0.016	0.027	0.000	0.000	0.000	0.042	0.000	0.000	0.042	0.000	0.014	0.013	0.027	0.000	0.000
UT30	NODE_77112_length_3446_cov_42.6	0.392	0.005	0.002	0.990	0.481	0.004	0.002	0.020	0.007	0.250	0.491	0.007	801	29.288	3446	0.020	0.000	0.010	0.000	0.020	0.010	0.000	0.008	0.000	0.023	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000
UT30	NODE_76349_length_3479_cov_15.2	0.217	0.004	0.003	0.795	2.995	0.004	0.003	0.004	0.012	0.991	1.000	0.011	280	10.129	3479	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000
UT43	NODE_19178_length_3836_cov_25.6	0.224	0.004	0.004	0.191	1.156	0.006	0.010	0.006	0.016	1.000	1.000	0.018	302	9.655	3836	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_22617_length_3396_cov_40.3	0.268	0.011	0.003	0.990	1.103	0.011	0.003	0.011	0.012	0.985	1.000	0.011	460	15.304	3396	0.000	0.023	0.000	0.000	0.034	0.000	0.017	0.000	0.025	0.023	0.000	0.000	0.000	0.000	0.019	0.000	0.020	0.019	0.017	0.017
UT43	NODE_5939_length_9127_cov_75.1	0.425	0.004	0.002	0.221	0.146	0.001	0.003	0.016	0.005	0.002	0.005	0.005	2133	28.566	9127	0.008	0.022	0.019	0.000	0.011	0.000	0.000	0.000	0.010	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009
UT43	NODE_2898_length_14092_cov_55.9	0.427	0.005	0.001	0.355	0.230	0.004	0.002	0.017	0.005	0.002	0.005	0.005	2429	20.430	14092	0.018	0.004	0.024	0.000	0.003	0.003	0.008	0.003	0.000	0.004	0.010	0.006	0.000	0.000	0.004	0.003	0.007	0.011	0.000	0.000
UT43	NODE_1569_length_19662_cov_69.1	0.489	0.004	0.001	0.164	0.108	0.001	0.002	0.010	0.002	0.002	0.005	0.003	4349	26.356	19662	0.007	0.013	0.006	0.007	0.008	0.003	0.003	0.000	0.003	0.003	0.003	0.003	0.008	0.000	0.005	0.000	0.005	0.000	0.000	0.000
