sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
AW110A	NODE_401_length_27258_cov_149.0	4144	genus	Paraprevotella	22	21	13	0.71	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Paraprevotella
AW110A	NODE_6141_length_7213_cov_41.7	67105	species	UMGS1590 sp900759105	10	10	5	0.55	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_Peptococcales;f_Peptococcaceae;g_UMGS1590;s_UMGS1590 sp900759105
UT30	NODE_1_length_461380_cov_289.8	44	species	Enterococcus B faecium	554	476	226	0.57	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B faecium
UT30	NODE_185_length_141087_cov_37.8	12776	species	CAG-552 sp000435495	164	150	116	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-552;g_CAG-552;s_CAG-552 sp000435495
UT30	NODE_499_length_100871_cov_89.4	2320	species	PeH17 sp000435055	90	88	71	0.87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
UT30	NODE_919_length_76670_cov_83.7	83367	species	Methanobrevibacter A smithii	84	77	47	0.62	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter A;s_Methanobrevibacter A smithii
UT30	NODE_1398_length_63075_cov_852.0	165	order	Bacteroidales	46	43	39	0.92	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
UT30	NODE_1933_length_54301_cov_92.0	12797	species	CAG-303 sp000437755	74	73	38	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-303;s_CAG-303 sp000437755
UT30	NODE_2642_length_45738_cov_180.3	3651	genus	UBA6382	56	54	26	0.63	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA6382
UT30	NODE_3778_length_37734_cov_90.4	3414	genus	Desulfovibrio	88	78	31	0.61	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio
Zape1	NODE_7886_length_7520_cov_63.0	2548	species	Phil1 sp001940855	10	8	5	0.78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
Zape1	NODE_17363_length_4582_cov_62.3	2548	species	Phil1 sp001940855	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
Zape1	NODE_26727_length_3406_cov_14.5	374	genus	Prevotella	6	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
Zape2	NODE_837_length_21689_cov_80.0	2	superkingdom	Bacteria	6	6	3	0.95	d_Bacteria
Zape2	NODE_3899_length_8823_cov_436.3	24461	species	Arthrobacter B koreensis	17	16	9	0.74	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B koreensis
Zape2	NODE_12732_length_3727_cov_40.7	68252	species	CAG-877 sp900552495	4	4	3	0.75	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-877;s_CAG-877 sp900552495
AW107	NODE_622_length_19421_cov_73.0	24924	species	Merdousia sp900546565	22	20	19	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900546565
AW107	NODE_4963_length_6853_cov_51.5	2	superkingdom	Bacteria	8	8	7	0.84	d_Bacteria
AW107	NODE_13062_length_3982_cov_23.4	5971	species	Angelakisella sp900547385	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Angelakisella;s_Angelakisella sp900547385
Zape3	NODE_101_length_72483_cov_87.3	12857	genus	CAG-590	50	46	27	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590
UT30	NODE_35069_length_7246_cov_24.8	2	superkingdom	Bacteria	5	4	2	0.5	d_Bacteria
UT30	NODE_41723_length_6181_cov_38.3	37	class	Clostridia	9	9	7	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_48078_length_5394_cov_23.1	26045	species	Arthrobacter B yangruifuii	6	5	5	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B yangruifuii
UT30	NODE_58183_length_4490_cov_15.1	2	superkingdom	Bacteria	8	8	5	0.51	d_Bacteria
UT30	NODE_69201_length_3814_cov_19.2	39082	species	UBA1381 sp002305435	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_UBA1381;s_UBA1381 sp002305435
UT30	NODE_76487_length_3472_cov_24.8	1198	genus	Acetatifactor	4	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor
Zape1	NODE_108_length_49905_cov_102.8	8044	species	UBA1724 sp900548225	56	53	31	0.68	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407;g_UBA1724;s_UBA1724 sp900548225
Zape1	NODE_1414_length_18274_cov_36.8	20766	species	Merdousia sp900548275	14	14	10	0.71	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900548275
Zape1	NODE_4206_length_10690_cov_104.9	287	genus	Agathobacter	11	11	8	0.97	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Agathobacter
Zape1	NODE_8575_length_7139_cov_83.8	2548	species	Phil1 sp001940855	16	16	11	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
Zape1	NODE_6165_length_8682_cov_63.0	10264	species	UBA1436 sp002329395	9	8	5	0.63	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_Elusimicrobiaceae;g_UBA1436;s_UBA1436 sp002329395
Zape1	NODE_13335_length_5455_cov_85.9	17729	species	Phascolarctobacterium A sp900551335	7	7	3	0.59	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium A;s_Phascolarctobacterium A sp900551335
Zape1	NODE_22884_length_3792_cov_44.7	15500	species	Acinetobacter sp003711395	4	4	2	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter sp003711395
Zape2	NODE_371_length_30112_cov_77.7	2	superkingdom	Bacteria	6	5	5	1.0	d_Bacteria
Zape2	NODE_2799_length_11061_cov_67.0	927	genus	Lachnospira	12	12	7	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
AW107	NODE_199_length_31010_cov_67.3	28800	species	Acetatifactor sp900554205	27	26	16	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp900554205
AW107	NODE_2396_length_10303_cov_98.3	165	order	Bacteroidales	10	10	10	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
AW107	NODE_11026_length_4373_cov_24.1	2328	species	Prevotella sp900313215	6	6	6	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900313215
Zape3	NODE_19_length_120509_cov_93.5	2	superkingdom	Bacteria	47	42	26	0.54	d_Bacteria
Zape3	NODE_847_length_25578_cov_42.1	286	family	Lachnospiraceae	25	24	15	0.55	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_31280_length_8039_cov_20.7	760	genus	Gemmiger	7	7	4	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger
UT30	NODE_37334_length_6848_cov_14.9	24870	species	Alloprevotella sp900546605	10	10	7	0.72	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Alloprevotella;s_Alloprevotella sp900546605
UT30	NODE_44586_length_5800_cov_13.3	83698	species	Thermococcus onnurineus	12	10	8	0.98	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus onnurineus
UT30	NODE_53445_length_4875_cov_22.4	3775	species	Ruminococcus C callidus	7	6	5	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus C;s_Ruminococcus C callidus
UT30	NODE_63569_length_4128_cov_13.3	37	class	Clostridia	4	4	3	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_72941_length_3630_cov_22.9	7794	species	Oliverpabstia faecicola	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Oliverpabstia;s_Oliverpabstia faecicola
UT30	NODE_82297_length_3246_cov_16.6	26015	species	UBA4647 sp002438625	4	3	2	0.98	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_UBA1242;g_UBA4647;s_UBA4647 sp002438625
Zape1	NODE_574_length_26542_cov_59.1	14321	species	Treponema D sp900541945	28	26	21	0.86	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema D;s_Treponema D sp900541945
Zape1	NODE_2412_length_14179_cov_36.3	6330	family	CAG-272	14	13	6	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272
Zape1	NODE_5592_length_9150_cov_48.2	7977	species	Succinivibrio sp003456415	12	12	5	0.55	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Succinivibrionaceae;g_Succinivibrio;s_Succinivibrio sp003456415
AW110A	NODE_487_length_25289_cov_44.7	7488	genus	Ventricola	31	31	20	0.79	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Ventricola
AW110A	NODE_6620_length_6894_cov_77.7	9561	species	UBA4372 sp900543815	8	8	6	0.83	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA4372;s_UBA4372 sp900543815
UT30	NODE_5_length_361458_cov_93.2	22680	species	Enterousia sp900550565	490	463	210	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rs-D84;f_Rs-D84;g_Enterousia;s_Enterousia sp900550565
UT30	NODE_207_length_137306_cov_66.2	4323	genus	CAG-475	143	136	118	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-917;g_CAG-475
UT30	NODE_512_length_99999_cov_101.3	286	family	Lachnospiraceae	119	117	72	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_940_length_76114_cov_44.9	49668	species	UMGS1585 sp900766355	77	76	46	0.67	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales;f_Gastranaerophilaceae;g_UMGS1585;s_UMGS1585 sp900766355
UT30	NODE_1415_length_62765_cov_210.8	286	family	Lachnospiraceae	64	63	37	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_1988_length_53510_cov_28.0	17735	species	UBA6857 sp002438505	57	56	45	0.94	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857 sp002438505
UT30	NODE_2692_length_45284_cov_39.1	678	genus	Faecalibacterium	68	65	36	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Faecalibacterium
UT30	NODE_3820_length_37464_cov_26.2	7940	genus	UBA3282	46	44	28	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3282
Zape3	NODE_5275_length_7196_cov_237.5	1084	species	Ligilactobacillus agilis	8	7	6	0.84	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Ligilactobacillus agilis
Zape3	NODE_12622_length_3939_cov_17.2	217	species	Enterococcus B hirae	7	6	4	0.98	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
AW108	NODE_619_length_31375_cov_103.6	8781	species	Ruminococcus F champanellensis	43	39	25	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
AW108	NODE_2472_length_12151_cov_26.4	165	order	Bacteroidales	9	9	8	0.88	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
AW108	NODE_6677_length_6130_cov_47.4	42	family	Enterococcaceae	6	6	3	0.59	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae
AW108	NODE_18111_length_3186_cov_80.6	5394	species	Prevotella sp900548195	6	6	6	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900548195
UT43	NODE_646_length_30508_cov_56.4	6779	species	Eubacterium G sp000434315	39	39	26	0.94	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium G;s_Eubacterium G sp000434315
UT43	NODE_2189_length_16544_cov_53.0	37	class	Clostridia	16	13	12	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_4278_length_11170_cov_250.4	36036	genus	SIG205	15	14	9	0.61	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_SIG205
UT43	NODE_8706_length_6967_cov_45.5	1587	genus	Eubacterium G	9	9	9	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium G
AW107	NODE_21175_length_3047_cov_11.5	1	no rank	root	1	1	1	1.0	-_root
Zape3	NODE_750_length_27583_cov_91.4	1	no rank	root	12	10	10	1.0	-_root
Zape3	NODE_2634_length_11901_cov_43.9	7	genus	Escherichia	13	12	8	0.78	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia
Zape3	NODE_9687_length_4721_cov_25.2	64949	species	Blautia A sp905209435	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A sp905209435
AW108	NODE_208_length_55962_cov_137.1	1793	genus	Eubacterium F	57	54	48	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F
AW108	NODE_1764_length_15319_cov_97.4	8781	species	Ruminococcus F champanellensis	14	14	13	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
AW108	NODE_4834_length_7609_cov_17.1	22605	species	1XD42-69 sp014287635	6	6	4	0.79	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_1XD42-69;s_1XD42-69 sp014287635
AW108	NODE_14514_length_3701_cov_35.9	4210	species	Fimenecus sp004556705	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Fimenecus;s_Fimenecus sp004556705
UT43	NODE_401_length_37539_cov_305.9	4298	family	UBA660	29	29	25	0.85	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
UT43	NODE_1795_length_18392_cov_55.1	61774	species	RUG705 sp905215635	18	17	9	0.61	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_RUG705;s_RUG705 sp905215635
Zape3	NODE_457_length_36448_cov_89.1	12857	genus	CAG-590	31	31	24	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590
Zape3	NODE_1964_length_14788_cov_187.1	63718	species	Flemingibacterium sp900546315	15	15	13	0.87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_Flemingibacterium;s_Flemingibacterium sp900546315
Zape3	NODE_8110_length_5318_cov_95.7	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
AW108	NODE_43_length_94284_cov_131.8	1793	genus	Eubacterium F	107	101	86	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F
AW108	NODE_1342_length_18655_cov_42.3	24265	species	Lachnospira sp900547255	17	14	7	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900547255
AW108	NODE_4044_length_8557_cov_54.6	927	genus	Lachnospira	6	6	4	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
AW108	NODE_13048_length_3974_cov_34.4	675	species	Dorea A longicatena	5	4	3	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea A;s_Dorea A longicatena
UT43	NODE_295_length_42589_cov_115.4	997	family	Planococcaceae	66	63	51	0.83	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae
UT43	NODE_1159_length_22916_cov_88.8	10	class	Bacilli	11	10	4	0.5	d_Bacteria;p_Firmicutes;c_Bacilli
UT43	NODE_3153_length_13389_cov_39.3	2320	species	PeH17 sp000435055	15	13	11	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
Zape3	NODE_70_length_83145_cov_205.7	14520	genus	UBA1740	87	80	40	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UBA1740
Zape3	NODE_1094_length_21818_cov_97.8	1511	species	CAG-217 sp000436335	28	27	23	0.95	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-217;s_CAG-217 sp000436335
Zape3	NODE_5333_length_7138_cov_45.6	330	order	Oscillospirales	4	3	3	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
Zape3	NODE_12858_length_3892_cov_20.1	2504	genus	Eubacterium R	6	6	5	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
AW108	NODE_654_length_30273_cov_41.7	15036	species	CAG-590 sp000431135	31	31	19	0.68	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590;s_CAG-590 sp000431135
AW108	NODE_2563_length_11881_cov_52.4	2504	genus	Eubacterium R	16	16	7	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
AW108	NODE_6710_length_6116_cov_30.4	17037	species	Ruminococcus sp900540005	6	5	4	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp900540005
AW108	NODE_18806_length_3112_cov_35.8	7940	genus	UBA3282	3	3	2	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3282
UT43	NODE_653_length_30322_cov_129.2	12531	species	Cryptobacteroides sp900544195	37	35	21	0.73	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900544195
UT43	NODE_2339_length_15948_cov_110.2	75454	species	Psychrobacillus psychrotolerans	19	19	12	0.68	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus;s_Psychrobacillus psychrotolerans
AW107	NODE_14197_length_3796_cov_21.9	19649	species	Bruticola sp004554425	4	4	3	0.75	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola;s_Bruticola sp004554425
Zape3	NODE_179_length_56656_cov_97.7	1	no rank	root	23	22	22	1.0	-_root
Zape3	NODE_1347_length_18876_cov_94.1	4298	family	UBA660	28	27	17	0.65	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
Zape3	NODE_6913_length_5928_cov_38.2	6	family	Enterobacteriaceae	11	11	6	0.59	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae
Zape3	NODE_14871_length_3544_cov_18.0	1548	genus	Holdemanella	5	5	4	0.98	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemanella
AW108	NODE_982_length_23369_cov_36.6	286	family	Lachnospiraceae	16	16	10	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW108	NODE_3007_length_10559_cov_36.5	27187	species	UMGS363 sp900768245	10	9	9	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS363;s_UMGS363 sp900768245
AW108	NODE_8112_length_5429_cov_25.2	16493	species	Eubacterium F sp000433735	6	5	4	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F;s_Eubacterium F sp000433735
UT43	NODE_22_length_106446_cov_285.8	81542	species	UBA4636 sp017407325	110	108	49	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_UBA4636;s_UBA4636 sp017407325
UT43	NODE_940_length_25566_cov_77.1	8708	species	CAG-177 sp000431775	22	22	16	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
UT43	NODE_3145_length_13418_cov_51.8	30656	species	UBA5026 sp900552335	15	15	9	0.59	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_UBA5026;s_UBA5026 sp900552335
UT43	NODE_6089_length_9004_cov_112.6	43742	genus	UMGS1045	11	11	6	0.61	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_UMGS1045
UT43	NODE_10563_length_6048_cov_228.3	8496	genus	Planococcus	8	8	8	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus
UT43	NODE_18933_length_3875_cov_48.5	37	class	Clostridia	4	3	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia
AW110A	NODE_570_length_23715_cov_110.5	165	order	Bacteroidales	20	19	19	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
AW110A	NODE_7942_length_6127_cov_56.6	12313	species	Coprococcus A sp900548825	10	7	3	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus A;s_Coprococcus A sp900548825
UT30	NODE_9_length_328664_cov_46.1	76472	species	SIG351 sp905210525	348	333	231	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_HGM11327;f_HGM11327;g_SIG351;s_SIG351 sp905210525
UT30	NODE_209_length_136939_cov_152.9	286	family	Lachnospiraceae	142	137	106	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_539_length_97535_cov_389.3	81542	species	UBA4636 sp017407325	94	89	44	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_UBA4636;s_UBA4636 sp017407325
UT30	NODE_948_length_75676_cov_56.6	26544	species	Peribacillus psychrosaccharolyticus	86	80	60	0.87	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus;s_Peribacillus psychrosaccharolyticus
UT30	NODE_2557_length_46544_cov_65.0	7700	species	RUG806 sp900313475	58	54	41	0.78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_RUG806;s_RUG806 sp900313475
UT30	NODE_3538_length_39099_cov_88.9	286	family	Lachnospiraceae	34	34	20	0.68	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_4550_length_33800_cov_210.9	9946	genus	Psychrobacillus	43	43	38	0.99	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus
UT30	NODE_5476_length_30162_cov_31.1	2504	genus	Eubacterium R	34	33	25	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
UT30	NODE_6906_length_25920_cov_94.5	2895	species	KLE1615 sp900066985	27	26	15	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_KLE1615;s_KLE1615 sp900066985
UT30	NODE_8202_length_23197_cov_31.7	2	superkingdom	Bacteria	4	3	2	0.67	d_Bacteria
UT30	NODE_9706_length_20661_cov_29.7	31018	species	HGM11416 sp900768525	21	19	8	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_HGM11416;s_HGM11416 sp900768525
UT30	NODE_11102_length_18718_cov_38.2	1198	genus	Acetatifactor	10	9	5	0.56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor
UT30	NODE_13546_length_16090_cov_32.3	13831	species	Merdousia sp900545705	23	20	8	0.52	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900545705
UT30	NODE_16041_length_14150_cov_17.5	4639	species	COE1 sp001916965	14	14	11	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1 sp001916965
UT30	NODE_5163_length_31340_cov_238.2	9946	genus	Psychrobacillus	35	35	19	0.6	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus
UT30	NODE_6311_length_27424_cov_51.4	1911	species	Lachnospira rogosae A	31	31	13	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira rogosae A
UT30	NODE_7708_length_24193_cov_19.8	22371	genus	Fimadaptatus	25	24	15	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Fimadaptatus
